description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Grand charm + Fleshripper - 25% open wounds Prevent monster heal	1				100					2	cm3	7kr,uni						useitem				openwounds			25	25	noheal			1	1																																																																										0
Grand charm + Schaefer's hammer - 5% to cast level 10 static field	1				100					2	cm3	7wh,uni						useitem				hit-skill		42	5	10																																																																															0
Grand charm + Tomb reaver - +20% IAS +10 all res +20% MF	1				100					2	cm3	7pa,uni						useitem				swing1			20	20	res-all			10	10	mag%			20	20																																																																					0
Grand charm + Boneflame - +2 nec +10% FRW +10 all res	1				100					2	cm3	nee,uni						useitem				nec			2	2	move1			10	10	res-all			10	10																																																																					0
12 charged essences of hatred -> Special potion	1				100					12	ceh,qty=12							spp																																																																																							0
12 twisted essences of suffering -> Special potion	1				100					12	tes,qty=12							spp																																																																																							0
12 burning essences of terror -> Special potion	1				100					12	bet,qty=12							spp																																																																																							0
12 festering essences of destruction -> Special potion	1				100					12	fed,qty=12							spp																																																																																							0
6 keys of terror -> Random top jewelry	1				100					6	pk1,qty=6							tjw	98																																																																																						0
6 keys of hate -> Random top jewelry	1				100					6	pk2,qty=6							tjw	98																																																																																						0
6 keys of destruction -> Random top jewelry	1				100					6	pk3,qty=6							tjw	98																																																																																						0
12 flawless gems -> Random body part	1				100					12	gem3,qty=12							torc	98																																																																																						0
3 hearts -> Random rune	1				100					3	hrt,qty=3							rune	98																																																																																						0
3 brains -> Random rune	1				100					3	brz,qty=3							rune	98																																																																																						0
3 eyes -> Random rune	1				100					3	eyz,qty=3							rune	98																																																																																						0
3 spleens -> Random set armor	1				100					3	spe,qty=3							armo,mag	98																												tal																																																										0
3 jawbones -> Random unique armor	1				100					3	jaw,qty=3							armo,mag	98																												sol																																																										0
3 fangs -> Random set weapon	1				100					3	fng,qty=3							weap,mag	98																												tal																																																										0
3 horns -> Random unique armor	1				100					3	hrn,qty=3							weap,mag	98																												sol																																																										0
Item + tail -> Set version (Only to be used as a continuation of the above)	1				100					2	any,mag	tal						usetype,set	98																																																																																						0
Item + tail -> Set version (Only to be used as a continuation of the above)	1				100					2	any,mag	tal						usetype,set	98																																																																																						0
Item + sol -> Unique version (Only to be used as a continuation of the above)	1				100					2	any,mag	sol						usetype,uni	98																																																																																						0
Item + sol -> Unique version (Only to be used as a continuation of the above)	1				100					2	any,mag	sol						usetype,uni	98																																																																																						0
Unique ring + 5 essences -> New unique ring	1				100					6	ring,uni	elx,qty=5						ring,uni			100																																																																																				0
Unique amulet + 5 essences -> New unique amulet	1				100					6	amu,uni	elx,qty=5						amu,uni			100																																																																																				0
Set amulet + 5 essences -> New set amulet	1				100					6	amu,set	hrb,qty=5						amu,set			100																																																																																				0
3 large charms => Random large charm with extra goodies	1				100					3	cm2,qty=3							cm2	98			vit	20		1	10	res-all	20		1	5	gold%	20		1	50	move3	20		1	10	balance3	20		1	10																																																											0
Eye+brain+heart+spleen+fang -> Caster belt	1				100					5	hrt	brz	eyz	spe	fng			belt,rar	75			allskills	5		1	3	cast3	15		10	40	mana%	25		10	25																																																																					0
Jaw+horn+fang+spleen+heart -> Hitter belt	1				100					5	hrt	jaw	hrn	spe	fng			belt,rar	75			dmg-max	5		25	100	swing3	15		10	40	att%	25		5	15																																																																					0
3 jewels -> Random piece of jewelry (anything)	1				100					3	jew,qty=3							jwry	98																																																																																						0
3 small charms -> Random piece of jewelry (anything)	1				100					3	cm1,qty=3							jwry	98																																																																																						0
3 grand charms -> Random piece of jewelry (anything)	1				100					3	cm3,qty=3							jwry	98																																																																																						0
Scroll of knowledge + Unique throwable -> Replenish quantity and extra stack size	1				100					2	thro,uni	0sc						useitem				addxp			5	5	stack			60	60	rep-quant		30																																																																							0
Scroll of knowledge + Unique item -> 2 sockets	1				100					2	weap,uni	0sc						useitem				addxp			5	5	sock			2	2																																																																										0
Scroll of knowledge + Unique item -> 2 sockets	1				100					2	weap,uni	0sc						useitem				addxp			5	5	sock			2	2																																																																										0
Scroll of knowledge + Set item -> 2 sockets	1				100					2	weap,set	0sc						useitem				addxp			5	5	sock			2	2																																																																										0
Scroll of knowledge + Set item -> 2 sockets	1				100					2	weap,set	0sc						useitem				addxp			5	5	sock			2	2																																																																										0
Standard of heroes -> 3 jewelry, 1 guaranteed top	1				100					1	std							tjw	98																												jwry	98																												jwry	98																												0
Raw Jewel -> Random piece of jewelry	1				100					1	tch							jwry	98																																																																																						0
2 set amulets + torch -> Amazon augmented torch	1				100					3	cm2,uni	amu,set,qty=2						useitem			100	skill-rand		2	6	35	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + torch -> Amazon augmented torch	1				100					4	cm2,uni	ring,set,qty=3						useitem			100	skill-rand		2	6	35	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
2 set amulets + key + torch -> Sorceress augmented torch	1				100					4	any,uni	amu,set,qty=2	key					useitem			100	skill-rand		2	36	65	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + key + torch -> Sorceress augmented torch	1				100					5	cm2,uni	ring,set,qty=3	key					useitem			100	skill-rand		2	36	65	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
2 set amulets + 2 keys + torch -> Necro augmented torch	1				100					5	cm2,uni	amu,set,qty=2	key,qty=2					useitem			100	skill-rand		2	66	95	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + 2 keys + torch -> Necro augmented torch	1				100					6	cm2,uni	ring,set,qty=3	key,qty=2					useitem			100	skill-rand		2	66	95	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
2 set amulets + 3 keys + torch -> Pala augmented torch	1				100					6	cm2,uni	amu,set,qty=2	key,qty=3					useitem			100	skill-rand		2	96	125	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + 3 keys + torch -> Pala augmented torch	1				100					7	cm2,uni	ring,set,qty=3	key,qty=3					useitem			100	skill-rand		2	96	125	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
2 set amulets + 4 keys + torch -> Barb augmented torch	1				100					7	cm2,uni	amu,set,qty=2	key,qty=4					useitem			100	skill-rand		2	126	155	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + 4 keys + torch -> Barb augmented torch	1				100					8	cm2,uni	ring,set,qty=3	key,qty=4					useitem			100	skill-rand		2	126	155	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
2 set amulets + 5 keys + torch -> Druid augmented torch	1				100					8	cm2,uni	amu,set,qty=2	key,qty=5					useitem			100	skill-rand		2	221	250	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + 5 keys + torch -> Druid augmented torch	1				100					9	cm2,uni	amu,set,qty=2	key,qty=5					useitem			100	skill-rand		2	221	250	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
2 set amulets + 6 keys + torch -> Assassin augmented torch	1				100					9	cm2,uni	amu,set,qty=2	key,qty=6					useitem			100	skill-rand		2	251	280	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
3 set rings + 6 keys + torch -> Assassin augmented torch	1				100					10	cm2,uni	amu,set,qty=2	key,qty=6					useitem			100	skill-rand		2	251	280	reanimate	4	638	10	10	reanimate	3	712	10	10	reanimate	2	573	5	5	reanimate	1	256	1	1																																																											0
Magic Weapon - MalFal - Magic Arrow	1				100					3	weap,mag	r23	r19					useitem				addxp			1	1	oskill		6	20	30																																																																										0
Rare Weapon - MalFal - Magic Arrow	1				100					3	weap,rar	r23	r19					useitem				addxp			1	1	oskill		6	20	30																																																																										0
Magic Gloves - MalFal - Magic Arrow	1				100					3	glov,mag	r23	r19					useitem				addxp			1	1	oskill		6	20	30																																																																										0
Rare Gloves - MalFal - Magic Arrow	1				100					3	glov,rar	r23	r19					useitem				addxp			1	1	oskill		6	20	30																																																																										0
Magic Weapon - LoOhmUE - Immolation Arrow	1				100					4	weap,mag	r28	r27	elx				useitem				addxp			1	1	oskill		27	15	25																																																																										0
Rare Weapon - LoOhmUE - Immolation Arrow	1				100					4	weap,rar	r28	r27	elx				useitem				addxp			1	1	oskill		27	15	25																																																																										0
Magic Gloves - LoOhmUE - Immolation Arrow	1				100					4	glov.mag	r28	r27	elx				useitem				addxp			1	1	oskill		27	15	25																																																																										0
Rare Gloves - LoOhmUE - Immolation Arrow	1				100					4	glov.rar	r28	r27	elx				useitem				addxp			1	1	oskill		27	15	25																																																																										0
Magic Weapon - SurSurSE - Freezing Arrow	1				100					4	weap,mag	r29	r29	hrb				useitem				addxp			1	1	oskill		31	15	25																																																																										0
Rare Weapon - SurSurSE - Freezing Arrow	1				100					4	weap,rar	r29	r29	hrb				useitem				addxp			1	1	oskill		31	15	25																																																																										0
Magic Gloves - SurSurSE - Freezing Arrow	1				100					4	glov,mag	r29	r29	hrb				useitem				addxp			1	1	oskill		31	15	25																																																																										0
Rare Gloves - SurSurSE - Freezing Arrow	1				100					4	glov,rar	r29	r29	hrb				useitem				addxp			1	1	oskill		31	15	25																																																																										0
Magic Weapon - UmLemLum - Inner Sight	1				100					4	weap,mag	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Rare Weapon - UmLemLum - Inner Sight	1				100					4	weap,rar	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Magic Gloves - UmLemLum - Inner Sight	1				100					4	glov,mag	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Rare Gloves - UmLemLum - Inner Sight	1				100					4	glov,rar	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Magic Shield - UmLemLum - Inner Sight	1				100					4	shld,mag	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Rare Shield - UmLemLum - Inner Sight	1				100					4	shld,rar	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Magic Belt - UmLemLum - Inner Sight	1				100					4	belt,mag	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Rare Belt - UmLemLum - Inner Sight	1				100					4	belt,rar	r22	r20	r17				useitem				addxp			1	1	oskill		8	5	10	hit-skill		8	25	10	gethit-skill		8	25	10																																																																0
Magic Weapon - GulPulRal - Slow Missiles	1				100					4	weap,mag	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Rare Weapon - GulPulRal - Slow Missiles	1				100					4	weap,rar	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Magic Gloves - GulPulRal - Slow Missiles	1				100					4	glov,mag	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Rare Gloves - GulPulRal - Slow Missiles	1				100					4	glov,rar	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Magic Shield - GulPulRal - Slow Missiles	1				100					4	shld,mag	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Rare Shield - GulPulRal - Slow Missiles	1				100					4	shld,rar	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Magic Belt - GulPulRal - Slow Missiles	1				100					4	belt,mag	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Rare Belt - GulPulRal - Slow Missiles	1				100					4	belt,rar	r25	r21	r08				useitem				addxp			1	1	oskill		17	5	10	hit-skill		17	5	10	gethit-skill		17	10	10																																																																0
Magic Weapon - JahUm 2SE - Jab	1				100					5	weap,mag	r31	r22	hrb,qty=2				useitem				addxp			1	1	oskill		10	5	10																																																																										0
Rare Weapon - JahUm 2SE - Jab	1				100					5	weap,rar	r31	r22	hrb,qty=2				useitem				addxp			1	1	oskill		10	5	10																																																																										0
Magic Gloves - JahUm 2SE - Jab	1				100					5	glov,mag	r31	r22	hrb,qty=2				useitem				addxp			1	1	oskill		10	5	10																																																																										0
Rare Gloves - JahUm 2SE - Jab	1				100					5	glov,rar	r31	r22	hrb,qty=2				useitem				addxp			1	1	oskill		10	5	10																																																																										0
Magic Shield - JahUm 2SE - Jab	1				100					5	shld,mag	r31	r22	hrb,qty=2				useitem				addxp			1	1	oskill		10	5	10																																																																										0
Rare Shield - JahUm 2SE - Jab	1				100					5	shld,rar	r31	r22	hrb,qty=2				useitem				addxp			1	1	oskill		10	5	10																																																																										0
Magic Weapon - BerVexThulThul - Poison and Plague Javelin	1				100					5	weap,mag	r30	r26	r10,qty=2				useitem				addxp			1	1	oskill		15	15	25	oskill		25	15	25																																																																					0
Rare Weapon - BerVexThulThul - Poison and Plague Javelin	1				100					5	weap,rar	r30	r26	r10,qty=2				useitem				addxp			1	1	oskill		15	15	25	oskill		25	15	25																																																																					0
Magic Gloves - BerVexThulThul - Poison and Plague Javelin	1				100					5	glov,mag	r30	r26	r10,qty=2				useitem				addxp			1	1	oskill		15	15	25	oskill		25	15	25																																																																					0
Rare Gloves - BerVexThulThul - Poison and Plague Javelin	1				100					5	glov,rar	r30	r26	r10,qty=2				useitem				addxp			1	1	oskill		15	15	25	oskill		25	15	25																																																																					0
Magic Shield - BerVexThulThul - Poison and Plague Javelin	1				100					5	shld,mag	r30	r26	r10,qty=2				useitem				addxp			1	1	oskill		15	15	25	oskill		25	15	25																																																																					0
Rare Shield - BerVexThulThul - Poison and Plague Javelin	1				100					5	shld,rar	r30	r26	r10,qty=2				useitem				addxp			1	1	oskill		15	15	25	oskill		25	15	25																																																																					0
Magic Weapon - OhmPulPulTal - Impale	1				100					5	weap,mag	r27	r21,qty=2	r07				useitem				addxp			1	1	oskill		19	5	10																																																																										0
Rare Weapon - OhmPulPulTal - Impale	1				100					5	weap,rar	r27	r21,qty=2	r07				useitem				addxp			1	1	oskill		19	5	10																																																																										0
Magic Gloves - OhmPulPulTal - Impale	1				100					5	glov,mag	r27	r21,qty=2	r07				useitem				addxp			1	1	oskill		19	5	10																																																																										0
Rare Gloves - OhmPulPulTal - Impale	1				100					5	glov,rar	r27	r21,qty=2	r07				useitem				addxp			1	1	oskill		19	5	10																																																																										0
Magic Shield - OhmPulPulTal - Impale	1				100					5	shld,mag	r27	r21,qty=2	r07				useitem				addxp			1	1	oskill		19	5	10																																																																										0
Rare Shield - OhmPulPulTal - Impale	1				100					5	shld,rar	r27	r21,qty=2	r07				useitem				addxp			1	1	oskill		19	5	10																																																																										0
Magic Weapon - JahJahIth SE - Lightning Bolt and Lightning Fury	1				100					5	weap,mag	r31,qty=2	r06	hrb				useitem				addxp			1	1	oskill		20	15	25	oskill		35	15	25																																																																					0
Rare Weapon - JahJahIth SE - Lightning Bolt and Lightning Fury	1				100					5	weap,rar	r31,qty=2	r06	hrb				useitem				addxp			1	1	oskill		20	15	25	oskill		35	15	25																																																																					0
Magic Gloves - JahJahIth SE - Lightning Bolt and Lightning Fury	1				100					5	glov,mag	r31,qty=2	r06	hrb				useitem				addxp			1	1	oskill		20	15	25	oskill		35	15	25																																																																					0
Rare Gloves - JahJahIth SE - Lightning Bolt and Lightning Fury	1				100					5	glov,rar	r31,qty=2	r06	hrb				useitem				addxp			1	1	oskill		20	15	25	oskill		35	15	25																																																																					0
Magic Shield - JahJahIth SE - Lightning Bolt and Lightning Fury	1				100					5	shld,mag	r31,qty=2	r06	hrb				useitem				addxp			1	1	oskill		20	15	25	oskill		35	15	25																																																																					0
Rare Shield - JahJahIth SE - Lightning Bolt and Lightning Fury	1				100					5	shld,rar	r31,qty=2	r06	hrb				useitem				addxp			1	1	oskill		20	15	25	oskill		35	15	25																																																																					0
Magic Weapon - ZodIstDolEld - Charged Strike and Lightning Strike	1				100					5	weap,mag	r33	r24	r14	r02			useitem				addxp			1	1	oskill		24	15	25	oskill		34	15	25																																																																					0
Rare Weapon - ZodIstDolEld - Charged Strike and Lightning Strike	1				100					5	weap,rar	r33	r24	r14	r02			useitem				addxp			1	1	oskill		24	15	25	oskill		34	15	25																																																																					0
Magic Gloves - ZodIstDolEld - Charged Strike and Lightning Strike	1				100					5	glov,mag	r33	r24	r14	r02			useitem				addxp			1	1	oskill		24	15	25	oskill		34	15	25																																																																					0
Rare Gloves - ZodIstDolEld - Charged Strike and Lightning Strike	1				100					5	glov,rar	r33	r24	r14	r02			useitem				addxp			1	1	oskill		24	15	25	oskill		34	15	25																																																																					0
Magic Shield - ZodIstDolEld - Charged Strike and Lightning Strike	1				100					5	shld,mag	r33	r24	r14	r02			useitem				addxp			1	1	oskill		24	15	25	oskill		34	15	25																																																																					0
Rare Shield - ZodIstDolEld - Charged Strike and Lightning Strike	1				100					5	shld,rar	r33	r24	r14	r02			useitem				addxp			1	1	oskill		24	15	25	oskill		34	15	25																																																																					0
Magic Weapon - ChamGulLemKo - Fend	1				100					5	weap,mag	r32	r25	r20	r18			useitem				addxp			1	1	oskill		30	5	10																																																																										0
Rare Weapon - ChamGulLemKo - Fend	1				100					5	weap,rar	r32	r25	r20	r18			useitem				addxp			1	1	oskill		30	5	10																																																																										0
Magic Gloves - ChamGulLemKo - Fend	1				100					5	glov,mag	r32	r25	r20	r18			useitem				addxp			1	1	oskill		30	5	10																																																																										0
Rare Gloves - ChamGulLemKo - Fend	1				100					5	glov,rar	r32	r25	r20	r18			useitem				addxp			1	1	oskill		30	5	10																																																																										0
Magic Shield - ChamGulLemKo - Fend	1				100					5	shld,mag	r32	r25	r20	r18			useitem				addxp			1	1	oskill		30	5	10																																																																										0
Rare Shield - ChamGulLemKo - Fend	1				100					5	shld,rar	r32	r25	r20	r18			useitem				addxp			1	1	oskill		30	5	10																																																																										0
Magic Weapon - LoGulAmnTir - Inferno	1				100					5	weap,mag	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Rare Weapon - LoGulAmnTir - Inferno	1				100					5	weap,rar	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Magic Amu - LoGulAmnTir - Inferno	1				100					5	amu,mag	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Rare Amu - LoGulAmnTir - Inferno	1				100					5	amu,rar	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Magic Shield - LoGulAmnTir - Inferno	1				100					5	shld,mag	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Rare Shield - LoGulAmnTir - Inferno	1				100					5	shld,rar	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Magic Ring - LoGulAmnTir - Inferno	1				100					5	ring,mag	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Rare Ring - LoGulAmnTir - Inferno	1				100					5	ring,mag	r28	r25	r11	r03			useitem				addxp			1	1	oskill		41	15	25																																																																										0
Magic Weapon - JahOhmShaelShael - Blaze	1				100					5	weap,mag	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Rare Weapon - JahOhmShaelShael - Blaze	1				100					5	weap,rar	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Magic Amu - JahOhmShaelShael - Blaze	1				100					5	amu,mag	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Rare Amu - JahOhmShaelShael - Blaze	1				100					5	amu,rar	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Magic Shield - JahOhmShaelShael - Blaze	1				100					5	shld,mag	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Rare Shield - JahOhmShaelShael - Blaze	1				100					5	shld,rar	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Magic Ring - JahOhmShaelShael - Blaze	1				100					5	ring,mag	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Rare Ring - JahOhmShaelShael - Blaze	1				100					5	ring,rar	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Magic Boots - JahOhmShaelShael - Blaze	1				100					5	boot,mag	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Rare Boots - JahOhmShaelShael - Blaze	1				100					5	boot,rar	r31	r27	r13,qty=2				useitem				addxp			1	1	oskill		46	15	25	kill-skill		46	5	75																																																																					0
Magic Weapon - OhmIstIstSE - Fire Ball	1				100					5	weap,mag	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Rare Weapon - OhmIstIstSE - Fire Ball	1				100					5	weap,rar	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Magic Amu - OhmIstIstSE - Fire Ball	1				100					5	amu,mag	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Rare Amu - OhmIstIstSE - Fire Ball	1				100					5	amu,rar	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Magic Shield - OhmIstIstSE - Fire Ball	1				100					5	shld,mag	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Rare Shield - OhmIstIstSE - Fire Ball	1				100					5	shld,rar	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Magic Ring - OhmIstIstSE - Fire Ball	1				100					5	ring,mag	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Rare Ring - OhmIstIstSE - Fire Ball	1				100					5	ring,rar	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Magic Belt - OhmIstIstSE - Fire Ball	1				100					5	belt,mag	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Rare Belt - OhmIstIstSE - Fire Ball	1				100					5	belt,rar	r27	r24,qty=2	hrb				useitem				addxp			1	1	oskill		47	15	25	hit-skill		47	30	30																																																																					0
Magic Weapon - GulMalIoOrt - Fire Wall	1				100					5	weap,mag	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Rare Weapon - GulMalIoOrt - Fire Wall	1				100					5	weap,rar	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Magic Amu - GulMalIoOrt - Fire Wall	1				100					5	amu,mag	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Rare Amu - GulMalIoOrt - Fire Wall	1				100					5	amu,rar	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Magic Shield - GulMalIoOrt - Fire Wall	1				100					5	shld,mag	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Rare Shield - GulMalIoOrt - Fire Wall	1				100					5	shld,rar	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Magic Ring - GulMalIoOrt - Fire Wall	1				100					5	ring,mag	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Rare Ring - GulMalIoOrt - Fire Wall	1				100					5	ring,rar	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Magic Belt - GulMalIoOrt - Fire Wall	1				100					5	belt,mag	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Rare Belt - GulMalIoOrt - Fire Wall	1				100					5	belt,rar	r25	r23	r16	r09			useitem				addxp			1	1	oskill		51	15	25	hit-skill		51	10	30																																																																					0
Magic Weapon - SurPulLumHel - Enchant	1				100					5	weap,mag	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Rare Weapon - SurPulLumHel - Enchant	1				100					5	weap,rar	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Magic Amu - SurPulLumHel - Enchant	1				100					5	amu,mag	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Rare Amu - SurPulLumHel - Enchant	1				100					5	amu,rar	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Magic Shield - SurPulLumHel - Enchant	1				100					5	shld,mag	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Rare Shield - SurPulLumHel - Enchant	1				100					5	shld,rar	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
Magic Ring - SurPulLumHel - Enchant	1				100					5	ring,mag	r29	r21	r17	r15			useitem				addxp			1	1	oskill		52	8	12	hit-skill		52	1	30																																																																					0
